TargetName	SC1001	SC1002	S00052	S00056	S00055	S00054	SC1001	SC1002	SC1003	SC1004	S00053	S00015	S00013	SC1001	SC1002	SC1003	SC1004	S00011	S00048	S00049	S00058	S00057	S00061	S00062	S00051	S00011	S00045	S00042	S00070	S00036	S00046	S00044	S00069	S00068	S00064	S00063	S00048	S00049
TargetType	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget	LocationTarget
EventStartTime	0.0000000000	19050.0000000000	19080.0000000000	37830.0000000000	42510.0000000000	42600.0000000000	42630.0000000000	104070.0000000000	104100.0000000000	104130.0000000000	104160.0000000000	122550.0000000000	183930.0000000000	188880.0000000000	189120.0000000000	189150.0000000000	189180.0000000000	189210.0000000000	194580.0000000000	194880.0000000000	195030.0000000000	207300.0000000000	212550.0000000000	218100.0000000000	218160.0000000000	332340.0000000000	364680.0000000000	370650.0000000000	370800.0000000000	410040.0000000000	421950.0000000000	455670.0000000000	455730.0000000000	472740.0000000000	472800.0000000000	478770.0000000000	478860.0000000000	625740.0000000000
TaskStartTime	19050.0000000000	19080.0000000000	37830.0000000000	42510.0000000000	42600.0000000000	42630.0000000000	104070.0000000000	104100.0000000000	104130.0000000000	104160.0000000000	122550.0000000000	183930.0000000000	188880.0000000000	189120.0000000000	189150.0000000000	189180.0000000000	189210.0000000000	194580.0000000000	194880.0000000000	195030.0000000000	207300.0000000000	212550.0000000000	218100.0000000000	218160.0000000000	332340.0000000000	364680.0000000000	370650.0000000000	370800.0000000000	410040.0000000000	421950.0000000000	455670.0000000000	455730.0000000000	472740.0000000000	472800.0000000000	478770.0000000000	478860.0000000000	625740.0000000000	625920.0000000000
TaskEndTime	19050.0000000000	19080.0000000000	37830.0000000000	42510.0000000000	42600.0000000000	42630.0000000000	104070.0000000000	104100.0000000000	104130.0000000000	104160.0000000000	122550.0000000000	183930.0000000000	188880.0000000000	189120.0000000000	189150.0000000000	189180.0000000000	189210.0000000000	194580.0000000000	194880.0000000000	195030.0000000000	207300.0000000000	212550.0000000000	218100.0000000000	218160.0000000000	332340.0000000000	364680.0000000000	370650.0000000000	370800.0000000000	410040.0000000000	421950.0000000000	455670.0000000000	455730.0000000000	472740.0000000000	472800.0000000000	478770.0000000000	478860.0000000000	625740.0000000000	625920.0000000000
EventEndTime	19050.0000000000	19080.0000000000	37830.0000000000	42510.0000000000	42600.0000000000	42630.0000000000	104070.0000000000	104100.0000000000	104130.0000000000	104160.0000000000	122550.0000000000	183930.0000000000	188880.0000000000	189120.0000000000	189150.0000000000	189180.0000000000	189210.0000000000	194580.0000000000	194880.0000000000	195030.0000000000	207300.0000000000	212550.0000000000	218100.0000000000	218160.0000000000	332340.0000000000	364680.0000000000	370650.0000000000	370800.0000000000	410040.0000000000	421950.0000000000	455670.0000000000	455730.0000000000	472740.0000000000	472800.0000000000	478770.0000000000	478860.0000000000	625740.0000000000	691200.0000000000
TargetLat	55.8000000000	55.8000000000	-53.5000000000	8.5000000000	3.2000000000	-0.1000000000	55.8000000000	55.8000000000	55.9000000000	55.9500000000	-34.8000000000	27.8000000000	71.5000000000	55.8000000000	55.8000000000	55.9000000000	55.9500000000	70.1000000000	52.5000000000	41.8500000000	-16.1000000000	10.5000000000	17.4000000000	14.5000000000	-36.7000000000	70.1000000000	51.5000000000	40.4000000000	71.0000000000	35.2000000000	52.1000000000	48.8000000000	47.1000000000	44.8000000000	25.7000000000	19.5000000000	52.5000000000	41.8500000000
TargetLon	37.6000000000	37.4000000000	-68.0000000000	-79.2000000000	-76.5000000000	-78.1000000000	37.6000000000	37.4000000000	37.4000000000	37.5000000000	-58.2000000000	54.0000000000	52.0000000000	37.6000000000	37.4000000000	37.4000000000	37.5000000000	33.1000000000	13.4000000000	12.4000000000	-47.7000000000	-67.0000000000	-88.3000000000	-90.6000000000	145.2000000000	33.1000000000	-0.1000000000	-3.2000000000	-157.0000000000	139.6000000000	5.1000000000	2.3000000000	-67.8000000000	-68.7500000000	-97.5000000000	-99.2000000000	13.4000000000	12.4000000000
