EventName	LSTofGrennwichTaskStart	TaskStartTime	TaskEndTime	EventStartTime	EventEndTime	TargetStartPosX	TargetStartPosY	TargetStartPosZ	TargetEndPosX	TargetEndPosY	TargetEndPosZ	SystemPosEventStartX	SystemPosEventStartY	SystemPosEventStartZ	SystemPosEventEndX	SystemPosEventEndY	SystemPosEventEndZ	SystemPosTaskStartX	SystemPosTaskStartY	SystemPosTaskStartZ	SystemPosTaskEndX	SystemPosTaskEndY	SystemPosTaskEndZ	PowerDODEventStart	PowerDODEventEnd	SSDRbitsES	SSDRbitsEE	
t68	130.8829207148	2454680.0011574072	2454680.0012152777	2454680.0010995371	2454680.0012152777	-4703.8107513772	-3487.0599116906	2528.8750815883	-4702.5390331701	-3488.7747210163	2528.8750815883	6630.5829167222	687.3584639778	250.1792042886	6618.6443759731	759.0338618647	276.2670390214	6624.6136511977	723.1961338031	263.2231110568	6618.6443808232	759.0338327466	276.2670284232	0.0059000033	0.0065000037	0.0000105007	0.0000105007	
t68	130.9247015706	2454680.0012731482	2454680.0013310187	2454680.0012152777	2454680.0013310187	-4701.2666898165	-3490.4890665511	2528.8750815883	-4699.9937214855	-3492.2029480669	2528.8750815883	6618.6443759731	759.0338618647	276.2670390214	6606.7058352241	830.7092597516	302.3548737541	6612.6751104486	794.8715316900	289.3109457896	6606.7058400741	830.7092306335	302.3548631560	0.0065000037	0.0071000040	0.0000114553	0.0000114553	
t68	130.9664822583	2454680.0013888888	2454680.0014467593	2454680.0013310187	2454680.0014467593	-4698.7201385971	-3493.9163515507	2528.8750815883	-4697.4459208242	-3495.6293043490	2528.8750815883	6606.7058352241	830.7092597516	302.3548737541	6594.7672944750	902.3846576386	328.4427084869	6600.7365696996	866.5469295770	315.3987805223	6594.7672993251	902.3846285204	328.4426978887	0.0071000040	0.0077000043	0.0000124099	0.0000124099	
t68	131.0082631141	2454680.0015046299	2454680.0015624999	2454680.0014467593	2454680.0015624999	-4696.1710785818	-3497.3417924450	2528.8750815883	-4694.8956223052	-3499.0538018371	2528.8750815883	6594.7672944750	902.3846576386	328.4427084869	6582.8287537260	974.0600555255	354.5305432197	6588.7980289506	938.2223274639	341.4866152551	6582.8287585760	974.0600264073	354.5305326215	0.0077000043	0.0083000046	0.0000133645	0.0000133645	
t68	131.0500438018	2454680.0016203704	2454680.0016782410	2454680.0015624999	2454680.0016782410	-4693.6195316375	-3500.7653598494	2528.8750815883	-4692.3428170091	-3502.4764524768	2528.8750815883	6582.8287537260	974.0600555255	354.5305432197	6570.8902129770	1045.7354534124	380.6183779524	6576.8594882015	1009.8977253508	367.5744499879	6570.8902178270	1045.7354242943	380.6183673543	0.0083000046	0.0089000050	0.0000143191	0.0000143191	
t68	131.0918244894	2454680.0017361110	2454680.0017939815	2454680.0016782410	2454680.0017939815	-4691.0654888703	-3504.1870657288	2528.8750815883	-4689.7875268346	-3505.8972269075	2528.8750815883	6570.8902129770	1045.7354534124	380.6183779524	6558.9516722279	1117.4108512993	406.7062126852	6564.9209474525	1081.5731232377	393.6622847206	6558.9516770780	1117.4108221812	406.7062020870	0.0089000050	0.0095000053	0.0000152737	0.0000152737	
t68	131.1336053452	2454680.0018518521	2454680.0019097221	2454680.0017939815	2454680.0019097221	-4688.5089413475	-3507.6069220190	2528.8750815883	-4687.2297428749	-3509.3161370843	2528.8750815883	6558.9516722279	1117.4108512993	406.7062126852	6547.0131314789	1189.0862491862	432.7940474180	6552.9824067035	1153.2485211246	419.7501194534	6547.0131363289	1189.0862200681	432.7940368198	0.0095000053	0.0101000056	0.0000162283	0.0000162283	
t68	131.1753860329	2454680.0019675926	2454680.0020254632	2454680.0019097221	2454680.0020254632	-4685.9499110001	-3511.0248993833	2528.8750815883	-4684.6694561841	-3512.7331949333	2528.8750815883	6547.0131314789	1189.0862491862	432.7940474180	6535.0745907299	1260.7616470732	458.8818821507	6541.0438659544	1224.9239190116	445.8379541862	6535.0745955799	1260.7616179550	458.8818715525	0.0101000056	0.0107000059	0.0000171829	0.0000171829	
t68	131.2171667206	2454680.0020833332	2454680.0021412037	2454680.0020254632	2454680.0021412037	-4683.3883889081	-3514.4410097670	2528.8750815883	-4682.1066887255	-3516.1483711417	2528.8750815883	6535.0745907299	1260.7616470732	458.8818821507	6523.1360499808	1332.4370449601	484.9697168835	6529.1053252054	1296.5993168985	471.9257889189	6523.1360548309	1332.4370158419	484.9697062853	0.0107000059	0.0113000063	0.0000181375	0.0000181375	
t68	131.2589475764	2454680.0021990743	2454680.0022569443	2454680.0021412037	2454680.0022569443	-4680.8243661127	-3517.8552650865	2528.8750815883	-4679.5414315659	-3519.5616776452	2528.8750815883	6523.1360499808	1332.4370449601	484.9697168835	6506.1570018865	1403.0091365358	510.6559790606	6517.1667844563	1368.2747147854	498.0136236517	6506.1570110958	1403.0091083719	510.6559688097	0.0113000063	0.0119000066	0.0000190921	0.0000190921	
t68	131.3007282641	2454680.0023148148	2454680.0023726854	2454680.0022569443	2454680.0023726854	-4678.2578646091	-3521.2676360530	2528.8750815883	-4676.9736757336	-3522.9731263503	2528.8750815883	6506.1570018865	1403.0091365358	510.6559790606	6483.4880583930	1472.3357785817	535.8889325368	6494.8225393490	1437.6724293948	523.2724455479	6483.4880676022	1472.3357504177	535.8889222860	0.0119000066	0.0125000069	0.0000200467	0.0000200467	
t68	131.3425089518	2454680.0024305554	2454680.0024884259	2454680.0023726854	2454680.0024884259	-4675.6888754510	-3524.6781345925	2528.8750815883	-4674.4034432556	-3526.3826879923	2528.8750815883	6483.4880583930	1472.3357785817	535.8889325368	6460.8191148994	1541.6624206275	561.1218860131	6472.1535958555	1506.9990714407	548.5053990241	6460.8191241087	1541.6623924636	561.1218757622	0.0125000069	0.0131000072	0.0000210013	0.0000210013	
t68	131.3842898075	2454680.0025462965	2454680.0026041665	2454680.0024884259	2454680.0026041665	-4673.1173896538	-3528.0867726015	2528.8750815883	-4671.8307251728	-3529.7903744872	2528.8750815883	6460.8191148994	1541.6624206275	561.1218860131	6438.1501714059	1610.9890626734	586.3548394893	6449.4846523619	1576.3257134865	573.7383525003	6438.1501806152	1610.9890345094	586.3548292384	0.0131000072	0.0137000076	0.0000219559	0.0000219559	
t68	131.4260704952	2454680.0026620370	2454680.0027199076	2454680.0026041665	2454680.0027199076	-4670.5434292766	-3531.4935208396	2528.8750815883	-4669.2555124873	-3533.1961977220	2528.8750815883	6438.1501714059	1610.9890626734	586.3548394893	6415.4812279124	1680.3157047192	611.5877929655	6426.8157088684	1645.6523555323	598.9713059765	6415.4812371216	1680.3156765553	611.5877827146	0.0137000076	0.0143000079	0.0000229105	0.0000229105	
t68	131.4678511829	2454680.0027777776	2454680.0028356481	2454680.0027199076	2454680.0028356481	-4667.9669853471	-3534.8983912130	2528.8750815883	-4666.6778272904	-3536.6001284803	2528.8750815883	6415.4812279124	1680.3157047192	611.5877929655	6392.8122844188	1749.6423467650	636.8207464417	6404.1467653748	1714.9789975782	624.2042594527	6392.8122936281	1749.6423186011	636.8207361908	0.0143000079	0.0149000082	0.0000238651	0.0000238651	
t68	131.5096320387	2454680.0028935187	2454680.0029513887	2454680.0028356481	2454680.0029513887	-4665.3880488545	-3538.3013955988	2528.8750815883	-4664.0976605968	-3540.0021786585	2528.8750815883	6392.8122844188	1749.6423467650	636.8207464417	6370.1433409253	1818.9689888109	662.0536999179	6381.4778218813	1784.3056396240	649.4372129289	6370.1433501345	1818.9689606469	662.0536896670	0.0149000082	0.0155000085	0.0000248197	0.0000248197	
t68	131.5514127264	2454680.0030092592	2454680.0030671298	2454680.0029513887	2454680.0030671298	-4662.8066419220	-3541.7025048046	2528.8750815883	-4661.5150033826	-3543.4023601236	2528.8750815883	6370.1433409253	1818.9689888109	662.0536999179	6347.4743974317	1888.2956308567	687.2866533941	6358.8088783878	1853.6322816699	674.6701664051	6347.4744066410	1888.2956026928	687.2866431432	0.0155000085	0.0161000089	0.0000257744	0.0000257744	
