EventName	LSTofGrennwichTaskStart	TaskStartTime	TaskEndTime	EventStartTime	EventEndTime	TargetStartPosX	TargetStartPosY	TargetStartPosZ	TargetEndPosX	TargetEndPosY	TargetEndPosZ	SystemPosEventStartX	SystemPosEventStartY	SystemPosEventStartZ	SystemPosEventEndX	SystemPosEventEndY	SystemPosEventEndZ	SystemPosTaskStartX	SystemPosTaskStartY	SystemPosTaskStartZ	SystemPosTaskEndX	SystemPosTaskEndY	SystemPosTaskEndZ	PowerDODEventStart	PowerDODEventEnd	SSDRbitsES	SSDRbitsEE	
t68	131.5931934141	2454680.0031249998	2454680.0031828703	2454680.0030671298	2454680.0031828703	-4660.2227555512	-3545.1017307172	2528.8750815883	-4658.9298778029	-3546.8006437078	2528.8750815883	6347.4743974317	1888.2956308567	687.2866533941	6324.8054539382	1957.6222729026	712.5196068703	6336.1399348942	1922.9589237157	699.9031198813	6324.8054631474	1957.6222447386	712.5195966194	0.0161000089	0.0167000092	0.0000267290	0.0000267290	
t68	131.6349742698	2454680.0032407409	2454680.0032986109	2454680.0031828703	2454680.0032986114	-4657.6363807054	-3548.4990851937	2528.8750815883	-4656.3422748464	-3550.1970412878	2528.8750815883	6324.8054539382	1957.6222729026	712.5196068703	6302.1365104447	2026.9489149484	737.7525603465	6313.4709914007	1992.2855657615	725.1360733575	6302.1365196539	2026.9488867845	737.7525500956	0.0167000092	0.0173000095	0.0000276836	0.0000276836	
t68	131.6767549575	2454680.0033564814	2454680.0034143520	2454680.0032986114	2454680.0034143520	-4655.0475395715	-3551.8945390904	2528.8750815883	-4653.7521854635	-3553.5915647110	2528.8750815883	6302.1365104447	2026.9489149484	737.7525603465	6279.4675669511	2096.2755569942	762.9855138227	6290.8020479071	2061.6122078074	750.3690268337	6279.4675761604	2096.2755288303	762.9855035718	0.0173000095	0.0179000098	0.0000286382	0.0000286382	
t68	131.7185356452	2454680.0034722220	2454680.0035300925	2454680.0034143520	2454680.0035300925	-4652.4562231253	-3555.2881042743	2528.8750815883	-4651.1596318727	-3556.9841848578	2528.8750815883	6279.4675669511	2096.2755569942	762.9855138227	6256.7986234576	2165.6021990401	788.2184672989	6268.1331044136	2130.9388498532	775.6019803099	6256.7986326668	2165.6021708761	788.2184570480	0.0179000098	0.0185000102	0.0000295928	0.0000295928	
t68	131.7603165010	2454680.0035879631	2454680.0036458331	2454680.0035300925	2454680.0036458336	-4649.8624223040	-3558.6797925827	2528.8750815883	-4648.5646050370	-3560.3749135853	2528.8750815883	6256.7986234576	2165.6021990401	788.2184672989	6234.1296799640	2234.9288410859	813.4514207751	6245.4641609201	2200.2654918991	800.8349337861	6234.1296891733	2234.9288129220	813.4514105243	0.0185000102	0.0191000105	0.0000305474	0.0000305474	
t69	131.8020971887	2454680.0037037036	2454680.0037615742	2454680.0036458336	2454680.0037615742	-4776.7237461589	-3039.4464929513	2936.8872739921	-4775.6152259751	-3041.1879165989	2936.8872739921	6234.1296799640	2234.9288410859	813.4514207751	6211.4607364705	2304.2554831318	838.6843742513	6222.7952174265	2269.5921339449	826.0678872624	6211.4607456797	2304.2554549678	838.6843640005	0.0191000105	0.0197000108	0.0000315020	0.0000315020	
t69	131.8438778764	2454680.0038194442	2454680.0038773147	2454680.0037615742	2454680.0038773147	-4774.5060798577	-3042.9289219491	2936.8872739921	-4773.3962901042	-3044.6695367891	2936.8872739921	6211.4607364705	2304.2554831318	838.6843742513	6177.0164162889	2369.1306089774	862.2971006711	6194.2700385977	2336.7049082600	850.4950549713	6177.0164303075	2369.1305826315	862.2970910819	0.0197000108	0.0203000111	0.0000324566	0.0000324566	
t69	131.8856587322	2454680.0039351853	2454680.0039930558	2454680.0038773147	2454680.0039930558	-4772.2858657846	-3046.4097468766	2936.8872739921	-4771.1748070464	-3048.1495519803	2936.8872739921	6177.0164162889	2369.1306089774	862.2971006711	6142.5091997084	2433.9819577204	885.9011728923	6159.7628220172	2401.5562570030	874.0991271925	6142.5092137270	2433.9819313746	885.9011633031	0.0203000111	0.0209000115	0.0000334112	0.0000334112	
t68	131.9274394198	2454680.0040509258	2454680.0041087964	2454680.0039930558	2454680.0041087964	-4639.4625385219	-3572.2275635999	2528.8750815883	-4638.1597718920	-3573.9189054725	2528.8750815883	6142.5091997084	2433.9819577204	885.9011728923	6108.0019831279	2498.8333064635	909.5052451135	6125.2556054367	2466.4076057461	897.7031994137	6108.0019971465	2498.8332801176	909.5052355243	0.0209000115	0.0215000118	0.0000343658	0.0000343658	
t68	131.9692202756	2454680.0041666669	2454680.0042245369	2454680.0041087964	2454680.0042245369	-4636.8563886740	-3575.6097722352	2528.8750815883	-4635.5523995366	-3577.3001500632	2528.8750815883	6108.0019831279	2498.8333064635	909.5052451135	6073.4947665474	2563.6846552066	933.1093173347	6090.7483888562	2531.2589544892	921.3072716349	6073.4947805660	2563.6846288607	933.1093077455	0.0215000118	0.0221000121	0.0000353204	0.0000353204	
t68	132.0110009633	2454680.0042824075	2454680.0043402780	2454680.0042245369	2454680.0043402780	-4634.2477836673	-3578.9900659355	2528.8750815883	-4632.9425517301	-3580.6795060239	2528.8750815883	6073.4947665474	2563.6846552066	933.1093173347	6038.9875499669	2628.5360039497	956.7133895559	6056.2411722757	2596.1103032323	944.9113438561	6038.9875639855	2628.5359776038	956.7133799667	0.0221000121	0.0227000124	0.0000362750	0.0000362750	
t68	132.0527816510	2454680.0043981480	2454680.0044560186	2454680.0043402780	2454680.0044560186	-4631.6367144085	-3582.3684565150	2528.8750815883	-4630.3302508609	-3584.0569443653	2528.8750815883	6038.9875499669	2628.5360039497	956.7133895559	6004.4803333864	2693.3873526927	980.3174617771	6021.7339556952	2660.9616519753	968.5154160773	6004.4803474050	2693.3873263469	980.3174521879	0.0227000124	0.0233000128	0.0000372296	0.0000372296	
t66	132.0945625068	2454680.0045138891	2454680.0045717591	2454680.0044560186	2454680.0045717591	-5240.9639785887	-2383.3107814380	2744.5870153788	-5240.0946660485	-2385.2214984427	2744.5870153788	6004.4803333864	2693.3873526927	980.3174617771	5969.9731168059	2758.2387014358	1003.9215339983	5987.2267391147	2725.8130007184	992.1194882985	5969.9731308245	2758.2386750900	1003.9215244091	0.0233000128	0.0239000131	0.0000381842	0.0000381842	
t66	132.1363431945	2454680.0046296297	2454680.0046875002	2454680.0045717591	2454680.0046875002	-5239.2246499078	-2387.1319137369	2744.5870153788	-5238.3539372747	-2389.0420116903	2744.5870153788	5969.9731168059	2758.2387014358	1003.9215339983	5935.4659002254	2823.0900501789	1027.5256062195	5952.7195225342	2790.6643494615	1015.7235605197	5935.4659142440	2823.0900238330	1027.5255966303	0.0239000131	0.0245000134	0.0000391388	0.0000391388	
t66	132.1781238821	2454680.0047453702	2454680.0048032408	2454680.0046875002	2454680.0048032408	-5237.4825352796	-2390.9517766831	2744.5870153788	-5236.6104300145	-2392.8612391959	2744.5870153788	5935.4659002254	2823.0900501789	1027.5256062195	5900.9586836449	2887.9413989220	1051.1296784407	5918.2123059537	2855.5156982046	1039.3276327409	5900.9586976635	2887.9413725761	1051.1296688515	0.0245000134	0.0251000137	0.0000400934	0.0000400934	
t3	132.2199047379	2454680.0048611113	2454680.0049189813	2454680.0048032408	2454680.0049189813	-6314.3044448540	840.2755318314	-322.6887030421	-6314.6103928128	837.9732565413	-322.6887030421	5900.9586836449	2887.9413989220	1051.1296784407	5866.4514670644	2952.7927476650	1074.7337506619	5883.7050893732	2920.3670469476	1062.9317049621	5866.4514810830	2952.7927213192	1074.7337410727	0.0251000137	0.0257000141	0.0000410480	0.0000410480	
t3	132.2616854256	2454680.0049768519	2454680.0050347224	2454680.0049189813	2454680.0050347224	-6314.9155037846	835.6708513274	-322.6887030421	-6315.2197752637	833.3683350211	-322.6887030421	5866.4514670644	2952.7927476650	1074.7337506619	5831.9442504839	3017.6440964081	1098.3378228831	5849.1978727927	2985.2183956907	1086.5357771833	5831.9442645025	3017.6440700623	1098.3378132939	0.0257000141	0.0263000144	0.0000420026	0.0000420026	
t3	132.3034661133	2454680.0050925924	2454680.0051504630	2454680.0050347224	2454680.0051504630	-6315.5232047714	831.0657264571	-322.6887030421	-6315.8257971506	828.7629888850	-322.6887030421	5831.9442504839	3017.6440964081	1098.3378228831	5797.4370339034	3082.4954451512	1121.9418951043	5814.6906562123	3050.0697444338	1110.1398494045	5797.4370479220	3082.4954188053	1121.9418855151	0.0263000144	0.0269000147	0.0000429573	0.0000429573	
t3	132.3452469691	2454680.0052083335	2454680.0052662035	2454680.0051504630	2454680.0052662035	-6316.1275499159	826.4601411387	-322.6887030421	-6316.4284606095	824.1572020558	-322.6887030421	5797.4370339034	3082.4954451512	1121.9418951043	5762.9298173230	3147.3467938943	1145.5459673255	5780.1834396318	3114.9210931769	1133.7439216257	5762.9298313415	3147.3467675484	1145.5459577363	0.0269000147	0.0275000150	0.0000439119	0.0000439119	
t3	132.3870276568	2454680.0053240741	2454680.0053819446	2454680.0052662035	2454680.0053819446	-6316.7285340339	821.8541348805	-322.6887030421	-6317.0277677245	819.5509584495	-322.6887030421	5762.9298173230	3147.3467938943	1145.5459673255	5728.4226007425	3212.1981426373	1169.1500395467	5745.6762230513	3179.7724419199	1157.3479938469	5728.4226147610	3212.1981162915	1169.1500299575	0.0275000150	0.0281000154	0.0000448665	0.0000448665	
t3	132.4288083445	2454680.0054398146	2454680.0054976852	2454680.0053819446	2454680.0054976852	-6317.3261592439	817.2476916030	-322.6887030421	-6317.6237133546	814.9442975800	-322.6887030421	5728.4226007425	3212.1981426373	1169.1500395467	5693.9153841620	3277.0494913804	1192.7541117679	5711.1690064708	3244.6237906630	1180.9520660681	5693.9153981805	3277.0494650346	1192.7541021787	0.0281000154	0.0287000157	0.0000458211	0.0000458211	
t3	132.4705892002	2454680.0055555557	2454680.0056134257	2454680.0054976852	2454680.0056134257	-6317.9204276124	812.6407952199	-322.6887030421	-6318.2162996007	810.3372033655	-322.6887030421	5693.9153841620	3277.0494913804	1192.7541117679	5649.1739182691	3335.9124212108	1214.1785674468	5672.4353372820	3307.0020934639	1203.6560189216	5649.1739371690	3335.9123977211	1214.1785588973	0.0287000157	0.0293000160	0.0000467757	0.0000467757	
t3	132.5123698879	2454680.0056712963	2454680.0057291668	2454680.0056134257	2454680.0057291668	-6318.5113340416	808.0334852506	-322.6887030421	-6318.8055285117	805.7296597174	-322.6887030421	5649.1739182691	3335.9124212108	1214.1785674468	5602.6511180431	3393.7330297252	1235.2236473981	5625.9125370560	3364.8227019783	1224.7010988729	5602.6511369429	3393.7330062355	1235.2236388486	0.0293000160	0.0299000163	0.0000477303	0.0000477303	
t3	132.5541505756	2454680.0057870368	2454680.0058449074	2454680.0057291668	2454680.0058449074	-6319.0988806148	803.4257456112	-322.6887030421	-6319.3913950329	801.1217061608	-322.6887030421	5602.6511180431	3393.7330297252	1235.2236473981	5556.1283178170	3451.5536382396	1256.2687273494	5579.3897368299	3422.6433104927	1245.7461788242	5556.1283367169	3451.5536147499	1256.2687187999	0.0299000163	0.0305000167	0.0000486849	0.0000486849	
t3	132.5959314314	2454680.0059027779	2454680.0059606479	2454680.0058449074	2454680.0059606484	-6319.6830693633	798.8175602108	-322.6887030421	-6319.9739012303	796.5133266093	-322.6887030421	5556.1283178170	3451.5536382396	1256.2687273494	5509.6055175909	3509.3742467540	1277.3138073007	5532.8669366039	3480.4639190071	1266.7912587755	5509.6055364908	3509.3742232643	1277.3137987512	0.0305000167	0.0311000170	0.0000496395	0.0000496395	
t3	132.6377121191	2454680.0060185185	2454680.0060763890	2454680.0059606484	2454680.0060763890	-6320.2638952757	794.2089685799	-322.6887030421	-6320.5530491173	791.9045049699	-322.6887030421	5509.6055175909	3509.3742467540	1277.3138073007	5463.0827173649	3567.1948552684	1298.3588872520	5486.3441363778	3538.2845275215	1287.8363387268	5463.0827362648	3567.1948317787	1298.3588787025	0.0311000170	0.0317000173	0.0000505941	0.0000505941	
t3	132.6794928068	2454680.0061342590	2454680.0061921296	2454680.0060763890	2454680.0061921296	-6320.8413604002	789.5999546300	-322.6887030421	-6321.1288337260	787.2952807787	-322.6887030421	5463.0827173649	3567.1948552684	1298.3588872520	5416.5599171388	3625.0154637828	1319.4039672033	5439.8213361518	3596.1051360359	1308.8814186781	5416.5599360387	3625.0154402931	1319.4039586538	0.0317000173	0.0323000176	0.0000515487	0.0000515487	
t3	132.7212736625	2454680.0062500001	2454680.0063078701	2454680.0061921296	2454680.0063078706	-6321.4154667329	784.9905022658	-322.6887030421	-6321.7012570868	782.6856379447	-322.6887030421	5416.5599171388	3625.0154637828	1319.4039672033	5370.0371169128	3682.8360722972	1340.4490471546	5393.2985359257	3653.9257445503	1329.9264986294	5370.0371358127	3682.8360488075	1340.4490386051	0.0323000176	0.0329000180	0.0000525033	0.0000525033	
t3	132.7630543502	2454680.0063657407	2454680.0064236112	2454680.0063078706	2454680.0064236112	-6321.9862093489	780.3806510289	-322.6887030421	-6322.2703211783	778.0755603707	-322.6887030421	5370.0371169128	3682.8360722972	1340.4490471546	5323.5143166867	3740.6566808116	1361.4941271060	5346.7757356996	3711.7463530647	1350.9715785807	5323.5143355866	3740.6566573220	1361.4941185564	0.0329000180	0.0335000183	0.0000534579	0.0000534579	
t3	132.8048350379	2454680.0064814813	2454680.0065393518	2454680.0064236112	2454680.0065393518	-6322.5535902612	775.7703848260	-322.6887030421	-6322.8360211187	773.4650876034	-322.6887030421	5323.5143166867	3740.6566808116	1361.4941271060	5276.9915164607	3798.4772893260	1382.5392070573	5300.2529354736	3769.5669615792	1372.0166585320	5276.9915353606	3798.4772658364	1382.5391985077	0.0335000183	0.0341000186	0.0000544125	0.0000544125	
t3	132.8466158937	2454680.0065972223	2454680.0066550928	2454680.0065393518	2454680.0066550928	-6323.1176114306	771.1596875578	-322.6887030421	-6323.3983611593	768.8541849957	-322.6887030421	5276.9915164607	3798.4772893260	1382.5392070573	5230.4687162346	3856.2978978404	1403.5842870086	5253.7301352475	3827.3875700936	1393.0617384833	5230.4687351345	3856.2978743508	1403.5842784590	0.0341000186	0.0347000189	0.0000553671	0.0000553671	
t3	132.8883965814	2454680.0067129629	2454680.0067708334	2454680.0066550928	2454680.0067708334	-6323.6782680187	766.5485987763	-322.6887030421	-6323.9573364761	764.2428921016	-322.6887030421	5230.4687162346	3856.2978978404	1403.5842870086	5183.9459160086	3914.1185063548	1424.6293669599	5207.2073350215	3885.2081786080	1414.1068184346	5183.9459349085	3914.1184828652	1424.6293584103	0.0347000189	0.0353000193	0.0000563217	0.0000563217	
t3	132.9301774372	2454680.0068287039	2454680.0068865740	2454680.0067708334	2454680.0068865740	-6324.2355642388	761.9370838298	-322.6887030421	-6324.5129490411	759.6311928227	-322.6887030421	5183.9459160086	3914.1185063548	1424.6293669599	5137.4231157825	3971.9391148692	1445.6744469112	5160.6845347954	3943.0287871224	1435.1518983859	5137.4231346824	3971.9390913796	1445.6744383616	0.0353000193	0.0359000196	0.0000572763	0.0000572763	
t3	132.9719581249	2454680.0069444445	2454680.0070023150	2454680.0068865740	2454680.0070023150	-6324.7894953102	757.3251822774	-322.6887030421	-6325.0652007739	755.0190710548	-322.6887030421	5137.4231157825	3971.9391148692	1445.6744469112	5090.9003155565	4029.7597233836	1466.7195268625	5114.1617345694	4000.8493956368	1456.1969783372	5090.9003344564	4029.7596998940	1466.7195183129	0.0359000196	0.0365000199	0.0000582309	0.0000582309	
t3	133.0137388125	2454680.0070601851	2454680.0071180556	2454680.0070023150	2454680.0071180556	-6325.3400631873	752.7128780189	-322.6887030421	-6325.6140869372	750.4065663621	-322.6887030421	5090.9003155565	4029.7597233836	1466.7195268625	5044.3775153304	4087.5803318980	1487.7646068138	5067.6389343433	4058.6700041512	1477.2420582885	5044.3775342303	4087.5803084084	1487.7645982642	0.0365000199	0.0371000202	0.0000591855	0.0000591855	
t3	133.0555196683	2454680.0071759261	2454680.0072337962	2454680.0071180556	2454680.0072337962	-6325.8872697722	748.1001549476	-322.6887030421	-6326.1596094677	745.7936626422	-322.6887030421	5044.3775153304	4087.5803318980	1487.7646068138	4997.8547151044	4145.4009404124	1508.8096867651	5021.1161341173	4116.4906126656	1498.2871382399	4997.8547340042	4145.4009169228	1508.8096782155	0.0371000202	0.0377000206	0.0000601402	0.0000601402	
t3	133.0973003560	2454680.0072916667	2454680.0073495372	2454680.0072337962	2454680.0073495372	-6326.4311103706	743.4870526331	-322.6887030421	-6326.7017702499	741.1803437864	-322.6887030421	4997.8547151044	4145.4009404124	1508.8096867651	4951.3319148783	4203.2215489268	1529.8547667164	4974.5933338912	4174.3112211800	1519.3322181912	4951.3319337782	4203.2215254372	1529.8547581668	0.0377000206	0.0383000209	0.0000610948	0.0000610948	
t3	133.1390810437	2454680.0074074073	2454680.0074652778	2454680.0073495372	2454680.0074652778	-6326.9715869018	738.8735549709	-322.6887030421	-6327.2405646328	736.5666493694	-322.6887030421	4951.3319148783	4203.2215489268	1529.8547667164	4902.1700617649	4258.7348994610	1550.0600694687	4928.0705336652	4232.1318296944	1540.3772981425	4902.1700852687	4258.7348799965	1550.0600623841	0.0383000209	0.0389000212	0.0000620494	0.0000620494	
t3	133.1808618995	2454680.0075231483	2454680.0075810184	2454680.0074652778	2454680.0075810184	-6327.5087012326	734.2596458501	-322.6887030421	-6327.7759945181	731.9525632845	-322.6887030421	4902.1700617649	4258.7348994610	1550.0600694687	4844.3145911563	4306.6476375032	1567.4989624290	4873.2423499644	4282.6912490175	1558.7795088643	4844.3146146600	4306.6476180386	1567.4989553445	0.0389000212	0.0395000215	0.0000630040	0.0000630040	
t66	133.2226425872	2454680.0076388889	2454680.0076967594	2454680.0075810184	2454680.0076967594	-5193.0269066135	-2486.0300185177	2744.5870153788	-5192.1201381354	-2487.9232658889	2744.5870153788	4844.3145911563	4306.6476375032	1567.4989624290	4786.4591205476	4354.5603755453	1584.9378553893	4815.3868793557	4330.6039870597	1576.2184018246	4786.4591440514	4354.5603560807	1584.9378483048	0.0395000215	0.0401000219	0.0000639586	0.0000639586	
t66	133.2644232748	2454680.0077546295	2454680.0078125000	2454680.0076967594	2454680.0078125000	-5191.2126867317	-2489.8161672901	2744.5870153788	-5190.3045379189	-2491.7087529328	2744.5870153788	4786.4591205476	4354.5603755453	1584.9378553893	4728.6036499389	4402.4731135874	1602.3767483496	4757.5314087470	4378.5167251018	1593.6572947849	4728.6036734427	4402.4730941229	1602.3767412651	0.0401000219	0.0407000222	0.0000649132	0.0000649132	
t66	133.3062041306	2454680.0078703705	2454680.0079282406	2454680.0078125000	2454680.0079282406	-5189.3956991169	-2493.6010073325	2744.5870153788	-5188.4861777681	-2495.4929150155	2744.5870153788	4728.6036499389	4402.4731135874	1602.3767483496	4670.7481793302	4450.3858516295	1619.8156413099	4699.6759381383	4426.4294631439	1611.0961877452	4670.7482028340	4450.3858321650	1619.8156342254	0.0407000222	0.0413000225	0.0000658678	0.0000658678	
t64	133.3479848183	2454680.0079861111	2454680.0080439816	2454680.0079282406	2454680.0080439816	-5375.2660515272	-2929.1141920660	1790.9317451834	-5374.1977194595	-2931.0738556065	1790.9317451834	4670.7481793302	4450.3858516295	1619.8156413099	4612.8927087215	4498.2985896717	1637.2545342702	4641.8204675296	4474.3422011861	1628.5350807055	4612.8927322253	4498.2985702071	1637.2545271857	0.0413000225	0.0419000228	0.0000668224	0.0000668224	
t64	133.3897655060	2454680.0081018517	2454680.0081597222	2454680.0080439816	2454680.0081597222	-5373.1286815613	-2933.0331137317	1790.9317451834	-5372.0589207704	-2934.9919977121	1790.9317451834	4612.8927087215	4498.2985896717	1637.2545342702	4555.0372381128	4546.2113277138	1654.6934272305	4583.9649969210	4522.2549392282	1645.9739736658	4555.0372616166	4546.2113082493	1654.6934201460	0.0419000228	0.0425000232	0.0000677770	0.0000677770	
t64	133.4315463618	2454680.0082175927	2454680.0082754628	2454680.0081597222	2454680.0082754628	-5370.9884458283	-2936.9504915204	1790.9317451834	-5369.9172654997	-2938.9085791416	1790.9317451834	4555.0372381128	4546.2113277138	1654.6934272305	4497.1817675041	4594.1240657559	1672.1323201908	4526.1095263123	4570.1676772703	1663.4128666261	4497.1817910079	4594.1240462914	1672.1323131063	0.0425000232	0.0431000235	0.0000687316	0.0000687316	
t64	133.4733270495	2454680.0083333333	2454680.0083912038	2454680.0082754628	2454680.0083912038	-5368.8453626879	-2940.8662918276	1790.9317451834	-5367.7727461522	-2942.8236135604	1790.9317451834	4497.1817675041	4594.1240657559	1672.1323201908	4439.3262968955	4642.0368037981	1689.5712131511	4468.2540557036	4618.0804153124	1680.8517595864	4439.3263203993	4642.0367843335	1689.5712060666	0.0431000235	0.0437000238	0.0000696862	0.0000696862	
t64	133.5151077372	2454680.0084490739	2454680.0085069444	2454680.0083912038	2454680.0085069444	-5366.6994246746	-2944.7805283349	1790.9317451834	-5365.6253811245	-2946.7370673841	1790.9317451834	4439.3262968955	4642.0368037981	1689.5712131511	4381.4708262868	4689.9495418402	1707.0101061115	4410.3985850949	4665.9931533546	1698.2906525467	4381.4708497906	4689.9495223756	1707.0100990269	0.0437000238	0.0443000241	0.0000706408	0.0000706408	
t64	133.5568885929	2454680.0085648149	2454680.0086226850	2454680.0085069444	2454680.0086226854	-5364.5506242785	-2948.6932146998	1790.9317451834	-5363.4751629362	-2950.6489542862	1790.9317451834	4381.4708262868	4689.9495418402	1707.0101061115	4323.6153556781	4737.8622798823	1724.4489990718	4352.5431144862	4713.9058913967	1715.7295455071	4323.6153791819	4737.8622604178	1724.4489919872	0.0443000241	0.0449000245	0.0000715954	0.0000715954	
t64	133.5986692806	2454680.0086805555	2454680.0087384260	2454680.0086226854	2454680.0087384260	-5362.3989799327	-2952.6043173578	1790.9317451834	-5361.3220840623	-2954.5592879158	1790.9317451834	4323.6153556781	4737.8622798823	1724.4489990718	4265.7598850694	4785.7750179245	1741.8878920321	4294.6876438775	4761.8186294388	1733.1684384674	4265.7599085732	4785.7749984599	1741.8878849475	0.0449000245	0.0455000248	0.0000725500	0.0000725500	
t64	133.6404499683	2454680.0087962961	2454680.0088541666	2454680.0087384260	2454680.0088541666	-5360.2444841419	-2956.5138499743	1790.9317451834	-5359.1661629727	-2958.4680347288	1790.9317451834	4265.7598850694	4785.7750179245	1741.8878920321	4207.9044144607	4833.6877559666	1759.3267849924	4236.8321732689	4809.7313674810	1750.6073314277	4207.9044379645	4833.6877365020	1759.3267779078	0.0455000248	0.0461000251	0.0000735046	0.0000735046	
t64	133.6822308241	2454680.0089120371	2454680.0089699072	2454680.0088541666	2454680.0089699076	-5358.0871293662	-2960.4218261902	1790.9317451834	-5357.0073921571	-2962.3752083822	1790.9317451834	4207.9044144607	4833.6877559666	1759.3267849924	4150.0489438520	4881.6004940087	1776.7656779527	4178.9767026602	4857.6441055231	1768.0462243880	4150.0489673558	4881.6004745442	1776.7656708681	0.0461000251	0.0467000254	0.0000744592	0.0000744592	
t64	133.7240115118	2454680.0090277777	2454680.0090856482	2454680.0089699076	2454680.0090856482	-5355.9269341123	-2964.3282124815	1790.9317451834	-5354.8457640608	-2966.2808225088	1790.9317451834	4150.0489438520	4881.6004940087	1776.7656779527	4092.1934732434	4929.5132320508	1794.2045709130	4121.1212320515	4905.5568435652	1785.4851173483	4092.1934967471	4929.5132125863	1794.2045638284	0.0467000254	0.0473000258	0.0000754138	0.0000754138	
t64	133.7657923676	2454680.0091435187	2454680.0092013888	2454680.0090856482	2454680.0092013888	-5353.7638821464	-2968.2330382043	1790.9317451834	-5352.6812972270	-2970.1848436047	1790.9317451834	4092.1934732434	4929.5132320508	1794.2045709130	4034.3380026347	4977.4259700930	1811.6434638733	4063.2657614428	4953.4695816074	1802.9240103086	4034.3380261385	4977.4259506284	1811.6434567887	0.0473000258	0.0479000261	0.0000763685	0.0000763685	
t64	133.8075730552	2454680.0092592593	2454680.0093171299	2454680.0092013888	2454680.0093171299	-5351.5979920241	-2972.1362698616	1790.9317451834	-5350.5139753900	-2974.0873010084	1790.9317451834	4034.3380026347	4977.4259700930	1811.6434638733	3976.4825320260	5025.3387081351	1829.0823568336	4005.4102908341	5001.3823196495	1820.3629032689	3976.4825555298	5025.3386886706	1829.0823497490	0.0479000261	0.0485000264	0.0000773231	0.0000773231	
t64	133.8493537429	2454680.0093749999	2454680.0094328704	2454680.0093171299	2454680.0094328704	-5349.4292562002	-2976.0379210913	1790.9317451834	-5348.3438171419	-2977.9881612430	1790.9317451834	3976.4825320260	5025.3387081351	1829.0823568336	3918.6270614173	5073.2514461772	1846.5212497939	3947.5548202254	5049.2950576916	1837.8017962292	3918.6270849211	5073.2514267127	1846.5212427093	0.0485000264	0.0491000267	0.0000782777	0.0000782777	
t64	133.8911345987	2454680.0094907410	2454680.0095486110	2454680.0094328704	2454680.0095486110	-5347.2576670851	-2979.9380055067	1790.9317451834	-5346.1708149225	-2981.8874379383	1790.9317451834	3918.6270614173	5073.2514461772	1846.5212497939	3859.8587104677	5119.9620308800	1863.5225926524	3889.6993496168	5097.2077957338	1855.2406891895	3859.8587377203	5119.9620163521	1863.5225873647	0.0491000267	0.0497000271	0.0000792323	0.0000792323	
t64	133.9329152864	2454680.0096064815	2454680.0096643521	2454680.0095486110	2454680.0096643521	-5345.0832433075	-2983.8364896516	1790.9317451834	-5343.9949611275	-2985.7851446994	1790.9317451834	3859.8587104677	5119.9620308800	1863.5225926524	3792.7754526868	5155.7228858475	1876.5385409666	3826.3171088298	5137.8424438359	1870.0305615218	3792.7754799393	5155.7228713197	1876.5385356789	0.0497000271	0.0503000274	0.0000801869	0.0000801869	
t64	133.9746959741	2454680.0097222221	2454680.0097800926	2454680.0096643521	2454680.0097800926	-5342.9059772926	-2987.7333871473	1790.9317451834	-5341.8162744221	-2989.6812480902	1790.9317451834	3792.7754526868	5155.7228858475	1876.5385409666	3725.6921949058	5191.4837408150	1889.5544892808	3759.2338510489	5173.6032988034	1883.0465098360	3725.6922221584	5191.4837262872	1889.5544839931	0.0503000274	0.0509000277	0.0000811415	0.0000811415	
t64	134.0164768299	2454680.0098379632	2454680.0098958332	2454680.0097800926	2454680.0098958332	-5340.7258614209	-2991.6287115906	1790.9317451834	-5339.6347472165	-2993.5757617240	1790.9317451834	3725.6921949058	5191.4837408150	1889.5544892808	3658.6089371249	5227.2445957825	1902.5704375950	3692.1505932679	5209.3641537709	1896.0624581502	3658.6089643775	5227.2445812547	1902.5704323073	0.0509000277	0.0515000280	0.0000820961	0.0000820961	
